station_code  stop_code                                     stop_name  short_stop_name stop_type  arrival_trigger_distance  departure_trigger_distance                    position stop_variant
        2655       8402                                        Satyam              NaN      AMTS                       NaN                         NaN  POINT (72.567376 23.10954)       NORMAL
        2024       8403                                    Manavnagar              NaN      AMTS                       NaN                         NaN POINT (72.566341 23.108416)       NORMAL
        2037       8405                          Manibhadra Tenaments              NaN      AMTS                       NaN                         NaN   POINT (72.5645 23.110735)       NORMAL
        2962       8407                           Uma Bhavani Society              NaN      AMTS                       NaN                         NaN POINT (72.562366 23.115073)       NORMAL
        2361       8408                                  Prahlad Park              NaN      AMTS                       NaN                         NaN POINT (72.560598 23.113991)       NORMAL
        1986       8409                                   Madhav Park              NaN      AMTS                       NaN                         NaN POINT (72.558403 23.114121)       NORMAL
        1563       8410                            Godrejcity Phase-1              NaN      AMTS                       NaN                         NaN POINT (72.554341 23.113851)       NORMAL
        1564       8411                            Godrejcity Phase-2              NaN      AMTS                       NaN                         NaN  POINT (72.55146 23.114051)       NORMAL
        1738       8412               Jagatpur Gam (Railway Crossing)              NaN      AMTS                       NaN                         NaN  POINT (72.549516 23.11033)       NORMAL
        2674       8413                                   Sevi Swaraj              NaN      AMTS                       NaN                         NaN POINT (72.549835 23.103842)       NORMAL
        2212       8414                          New Ranchhodraynagar              NaN      AMTS                       NaN                         NaN POINT (72.548516 23.100445)       NORMAL
        2666       8415                     Sayona Tilak-1 (Jagatpur)              NaN      AMTS                       NaN                         NaN POINT (72.547738 23.098416)       NORMAL
        3008       8416                              Vandematram Icon              NaN      AMTS                       NaN                         NaN POINT (72.547321 23.097265)       NORMAL
        3007       8417                            Vandematram Arcade              NaN      AMTS                       NaN                         NaN  POINT (72.54644 23.094855)       NORMAL
        1984       8422                                   Madhav Farm              NaN      AMTS                       NaN                         NaN  POINT (72.54759 23.087535)       NORMAL
        2800       8423                                 Simran Avenue              NaN      AMTS                       NaN                         NaN  POINT (72.547891 23.08611)       NORMAL
        2748       8424                              Shriji Residency              NaN      AMTS                       NaN                         NaN   POINT (72.5482 23.084513)       NORMAL
        2797       8425                              Silver Star Mall              NaN      AMTS                       NaN                         NaN  POINT (72.546673 23.08313)       NORMAL
        1396       8426                                Chuval Society              NaN      AMTS                       NaN                         NaN POINT (72.548218 23.081531)       NORMAL
        1360       8427                               Chandlodiya Gam              NaN      AMTS                       NaN                         NaN  POINT (72.54996 23.080658)       NORMAL
        1156       8428                                  Arjun Ashram              NaN      AMTS                       NaN                         NaN  POINT (72.55301 23.078925)       NORMAL
        2242       5259                           Nirnaynagar Garnala              NaN      AMTS                       NaN                         NaN  POINT (72.55825 23.072322)       NORMAL
        2530       5569                           Sabarmati 'D' Cabin              NaN      AMTS                       NaN                         NaN POINT (72.570058 23.102643)       NORMAL
        5050       5732                                 Harsh Society              NaN      AMTS                       NaN                         NaN POINT (72.572811 23.101461)       NORMAL
        3012       4769                                Varahi Society              NaN      AMTS                       NaN                         NaN POINT (72.574971 23.100688)       NORMAL
        2507       3590                                  River Bridge              NaN      AMTS                       NaN                         NaN POINT (72.589296 23.065683)       NORMAL
        2507       2424                                  River Bridge              NaN      AMTS                       NaN                         NaN POINT (72.589235 23.065576)       NORMAL
        3012       5599                                Varahi Society              NaN      AMTS                       NaN                         NaN POINT (72.574839 23.100676)       NORMAL
        5050       5733                                 Harsh Society              NaN      AMTS                       NaN                         NaN POINT (72.572591 23.101478)       NORMAL
        2530       4259                           Sabarmati 'D' Cabin              NaN      AMTS                       NaN                         NaN  POINT (72.57006 23.102583)       NORMAL
        2811       3550                                    Sneh Plaza              NaN      AMTS                       NaN                         NaN POINT (72.573225 23.111686)       NORMAL
        1060       5568                   Abunagar Society (Ioc Road)              NaN      AMTS                       NaN                         NaN POINT (72.567913 23.103831)       NORMAL
        1387       5570                            Chintamani Society              NaN      AMTS                       NaN                         NaN POINT (72.592296 23.083425)       NORMAL
        2271       5571                                    Overbridge              NaN      AMTS                       NaN                         NaN POINT (72.589285 23.065841)       NORMAL
        1060       5600                   Abunagar Society (Ioc Road)              NaN      AMTS                       NaN                         NaN  POINT (72.567845 23.10389)       NORMAL
        2128       5572                Municipal Snanagar (Sabarmati)              NaN      AMTS                       NaN                         NaN POINT (72.593701 23.080956)       NORMAL
        2354       5407                    Power House Staff Quarters              NaN      AMTS                       NaN                         NaN POINT (72.594408 23.075866)       NORMAL
        2353       4760                                   Power House              NaN      AMTS                       NaN                         NaN  POINT (72.592575 23.07365)       NORMAL
        2353       4761                                   Power House              NaN      AMTS                       NaN                         NaN POINT (72.591733 23.073436)       NORMAL
        2354       4762                    Power House Staff Quarters              NaN      AMTS                       NaN                         NaN  POINT (72.594563 23.07655)       NORMAL
        2128       4771                Municipal Snanagar (Sabarmati)              NaN      AMTS                       NaN                         NaN POINT (72.593596 23.080615)       NORMAL
        2221       5053                      Nikol Kathwada Ring Road              NaN      AMTS                       NaN                         NaN POINT (72.677526 23.038655)       NORMAL
        2015       5054                  Major Rishikesh Ramani Chowk              NaN      AMTS                       NaN                         NaN POINT (72.675266 23.039302)       NORMAL
        1449       5055                            Devratna Residency              NaN      AMTS                       NaN                         NaN POINT (72.670429 23.040782)       NORMAL
        2872       5056                              Surbhi Residency              NaN      AMTS                       NaN                         NaN POINT (72.667802 23.041298)       NORMAL
        2220       5057                                     Nikol Gam              NaN      AMTS                       NaN                         NaN POINT (72.665184 23.040911)       NORMAL
        2900       5058                     Swaminarayannagar (Nikol)              NaN      AMTS                       NaN                         NaN POINT (72.653661 23.040423)       NORMAL
        1287       2483                       Bhaththa (Swastiknagar)              NaN      AMTS                       NaN                         NaN POINT (72.647326 23.038471)       NORMAL
        2793       5059                                New Silk Mills              NaN      AMTS                       NaN                         NaN  POINT (72.644916 23.03829)       NORMAL
        2935       4589                         Thakkarnagar Approach              NaN      AMTS                       NaN                         NaN POINT (72.640803 23.038755)       NORMAL
        2371       2489       Pramukh Swaminagar (Bapunagar Tollnaka)              NaN      AMTS                       NaN                         NaN POINT (72.629446 23.038685)       NORMAL
        1369       5060                           Chandraprakash Hall              NaN      AMTS                       NaN                         NaN  POINT (72.627071 23.03765)       NORMAL
        1145       5061                       Annapurna Matanu Mandir              NaN      AMTS                       NaN                         NaN  POINT (72.624378 23.03771)       NORMAL
        5039       5739                                  Sanjay Nagar              NaN      AMTS                       NaN                         NaN  POINT (72.62158 23.038163)       NORMAL
        2915       5062                               Tapovan Society              NaN      AMTS                       NaN                         NaN   POINT (72.62031 23.03702)       NORMAL
        1469       3960              Dr.Ambedkar Rashtriya Foundation              NaN      AMTS                       NaN                         NaN POINT (72.576516 23.068408)       NORMAL
        3009       4258                                Vanraj society              NaN      AMTS                       NaN                         NaN POINT (72.576711 23.069837)       NORMAL
        3009       5741                                Vanraj society              NaN      AMTS                       NaN                         NaN POINT (72.577017 23.069978)       NORMAL
        1469       4016              Dr.Ambedkar Rashtriya Foundation              NaN      AMTS                       NaN                         NaN POINT (72.576618 23.068353)       NORMAL
        2915       4262                               Tapovan Society              NaN      AMTS                       NaN                         NaN POINT (72.620668 23.037353)       NORMAL
        5039       5740                                  Sanjay Nagar              NaN      AMTS                       NaN                         NaN POINT (72.622218 23.038406)       NORMAL
        1145       4263                       Annapurna Matanu Mandir              NaN      AMTS                       NaN                         NaN POINT (72.624248 23.037715)       NORMAL
        1369       4264                           Chandraprakash Hall              NaN      AMTS                       NaN                         NaN POINT (72.627188 23.037885)       NORMAL
        2371       2513       Pramukh Swaminagar (Bapunagar Tollnaka)              NaN      AMTS                       NaN                         NaN POINT (72.629896 23.038701)       NORMAL
        2793       4266                                New Silk Mills              NaN      AMTS                       NaN                         NaN POINT (72.644935 23.038305)       NORMAL
        1287       2519                       Bhaththa (Swastiknagar)              NaN      AMTS                       NaN                         NaN POINT (72.647261 23.038541)       NORMAL
        2900       4267                     Swaminarayannagar (Nikol)              NaN      AMTS                       NaN                         NaN POINT (72.653786 23.040531)       NORMAL
        2220       4268                                     Nikol Gam              NaN      AMTS                       NaN                         NaN POINT (72.665188 23.040983)       NORMAL
        2872       4269                              Surbhi Residency              NaN      AMTS                       NaN                         NaN POINT (72.668061 23.041426)       NORMAL
        1449       4270                            Devratna Residency              NaN      AMTS                       NaN                         NaN POINT (72.671248 23.040716)       NORMAL
        2015       4271                  Major Rishikesh Ramani Chowk              NaN      AMTS                       NaN                         NaN POINT (72.675523 23.039361)       NORMAL
        2221       4272                      Nikol Kathwada Ring Road              NaN      AMTS                       NaN                         NaN POINT (72.677598 23.038726)       NORMAL
        1103       5573            Amba Township Sector-5 (Trimandir)              NaN      AMTS                       NaN                         NaN  POINT (72.57837 23.187765)       NORMAL
        1102       5574                      Amba Township Sector-3 C              NaN      AMTS                       NaN                         NaN POINT (72.577031 23.188891)       NORMAL
        1101       5575                          Amba Township Gate-1              NaN      AMTS                       NaN                         NaN  POINT (72.57547 23.189086)       NORMAL
        1415       5576                                Dadanagar Hall              NaN      AMTS                       NaN                         NaN POINT (72.572155 23.183186)       NORMAL
        2243       5577                              Nirumani Samadhi              NaN      AMTS                       NaN                         NaN POINT (72.572588 23.177416)       NORMAL
        2952       1666                                     Trimandir              NaN      AMTS                       NaN                         NaN POINT (72.574194 23.176139)       NORMAL
        1831       4024                      Kalol Mehsana Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.575916 23.175123)       NORMAL
        1064       5578                 Adalaj-Gandhinagar Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.581572 23.171631)       NORMAL
        2026       1642                       Manekba Adhyapan Mandir              NaN      AMTS                       NaN                         NaN POINT (72.585785 23.169028)       NORMAL
        1063       1643                             Adalaj S.T. Stand              NaN      AMTS                       NaN                         NaN  POINT (72.58718 23.166795)       NORMAL
        2885       1644                                   Swagat City              NaN      AMTS                       NaN                         NaN  POINT (72.58797 23.160426)       NORMAL
        1338       1645              Central Ware Housing Corporation              NaN      AMTS                       NaN                         NaN POINT (72.587648 23.151511)       NORMAL
        1440       1646                               Devdarshan Farm              NaN      AMTS                       NaN                         NaN POINT (72.587608 23.149641)       NORMAL
        1104       1647                             Ambapur Bus Stand              NaN      AMTS                       NaN                         NaN POINT (72.587353 23.140931)       NORMAL
        1833       1648                               Kalpataru Flats              NaN      AMTS                       NaN                         NaN POINT (72.586476 23.136243)       NORMAL
        2493       1649                              Zundal Bus Stand              NaN      AMTS                       NaN                         NaN POINT (72.585811 23.133471)       NORMAL
        5056       1650                        S.P.Ring Road (Zundal)              NaN      AMTS                       NaN                         NaN POINT (72.585035 23.130115)       NORMAL
        1230       1651                                Balbindar Auto              NaN      AMTS                       NaN                         NaN POINT (72.583505 23.125341)       NORMAL
        5089       5742                                Suprat Society              NaN      AMTS                       NaN                         NaN POINT (72.582918 23.122921)       NORMAL
        2681       1824                          Shahibag Underbridge              NaN      AMTS                       NaN                         NaN POINT (72.590215 23.054803)       NORMAL
        1230       1656                                Balbindar Auto              NaN      AMTS                       NaN                         NaN  POINT (72.58322 23.125355)       NORMAL
        5056       1657                        S.P.Ring Road (Zundal)              NaN      AMTS                       NaN                         NaN  POINT (72.584603 23.13001)       NORMAL
        2493       1658                              Zundal Bus Stand              NaN      AMTS                       NaN                         NaN  POINT (72.58567 23.133395)       NORMAL
        1833       1659                               Kalpataru Flats              NaN      AMTS                       NaN                         NaN POINT (72.586436 23.136553)       NORMAL
        1104       1660                             Ambapur Bus Stand              NaN      AMTS                       NaN                         NaN POINT (72.587236 23.142148)       NORMAL
        1440       1661                               Devdarshan Farm              NaN      AMTS                       NaN                         NaN  POINT (72.587465 23.14926)       NORMAL
        1338       1662              Central Ware Housing Corporation              NaN      AMTS                       NaN                         NaN   POINT (72.58756 23.15163)       NORMAL
        2885       1663                                   Swagat City              NaN      AMTS                       NaN                         NaN POINT (72.587831 23.160146)       NORMAL
        1063       1664                             Adalaj S.T. Stand              NaN      AMTS                       NaN                         NaN  POINT (72.586928 23.16749)       NORMAL
        2026       1665                       Manekba Adhyapan Mandir              NaN      AMTS                       NaN                         NaN POINT (72.586023 23.168795)       NORMAL
        1064       4763                 Adalaj-Gandhinagar Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.581988 23.171246)       NORMAL
        1831       4060                      Kalol Mehsana Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.575261 23.175416)       NORMAL
        2952       4061                                     Trimandir              NaN      AMTS                       NaN                         NaN POINT (72.574047 23.176041)       NORMAL
        2243       4764                              Nirumani Samadhi              NaN      AMTS                       NaN                         NaN POINT (72.572545 23.177421)       NORMAL
        1415       4765                                Dadanagar Hall              NaN      AMTS                       NaN                         NaN POINT (72.572091 23.183163)       NORMAL
        1101       4766                          Amba Township Gate-1              NaN      AMTS                       NaN                         NaN POINT (72.575675 23.189346)       NORMAL
        1102       4767                      Amba Township Sector-3 C              NaN      AMTS                       NaN                         NaN POINT (72.577046 23.189083)       NORMAL
        1103       4768            Amba Township Sector-5 (Trimandir)              NaN      AMTS                       NaN                         NaN POINT (72.578453 23.187805)       NORMAL
        2473       2302                                     Ramol Gam              NaN      AMTS                       NaN                         NaN  POINT (72.65598 22.980271)       NORMAL
        2299       2303                                    Paper Mill              NaN      AMTS                       NaN                         NaN POINT (72.653014 22.983481)       NORMAL
        1760       2304                            Janatanagar(Ramol)              NaN      AMTS                       NaN                         NaN POINT (72.650503 22.985476)       NORMAL
        3100       2305                               Talavdi (Ramol)              NaN      AMTS                       NaN                         NaN POINT (72.646907 22.987618)       NORMAL
        1927       2306                        Krushnamacharini Chali              NaN      AMTS                       NaN                         NaN POINT (72.645301 22.988023)       NORMAL
        1531       2307                       Garnala (Sindhavaimata)              NaN      AMTS                       NaN                         NaN POINT (72.642044 22.989115)       NORMAL
        2802       2308                                Sindhavainagar              NaN      AMTS                       NaN                         NaN POINT (72.639148 22.989935)       NORMAL
        2801       2309                                 Sindhavaimata              NaN      AMTS                       NaN                         NaN POINT (72.636185 22.990123)       NORMAL
        1326       2310                             C.T.M. Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.632331 22.992985)       NORMAL
        1960       2311                              Lal Bangla (Ctm)              NaN      AMTS                       NaN                         NaN POINT (72.629233 22.995045)       NORMAL
        1672       2312                               Hatkeshwar Depo              NaN      AMTS                       NaN                         NaN   POINT (72.62607 22.99732)       NORMAL
        2848       5598                         Subhash Bridge Circle              NaN      AMTS                       NaN                         NaN  POINT (72.583691 23.06523)       NORMAL
        2923       3558                         Tejendranagar Society              NaN      AMTS                       NaN                         NaN POINT (72.563827 23.112298)       NORMAL
        2923       4773                         Tejendranagar Society              NaN      AMTS                       NaN                         NaN POINT (72.563885 23.112293)       NORMAL
        1672       2393                               Hatkeshwar Depo              NaN      AMTS                       NaN                         NaN POINT (72.626221 22.997731)       NORMAL
        1960       2394                              Lal Bangla (Ctm)              NaN      AMTS                       NaN                         NaN POINT (72.628801 22.995451)       NORMAL
        1326       2395                             C.T.M. Cross Road              NaN      AMTS                       NaN                         NaN  POINT (72.633306 22.99258)       NORMAL
        2801       2396                                 Sindhavaimata              NaN      AMTS                       NaN                         NaN  POINT (72.636193 22.99029)       NORMAL
        2802       4770                                Sindhavainagar              NaN      AMTS                       NaN                         NaN POINT (72.639343 22.989973)       NORMAL
        1531       2397                       Garnala (Sindhavaimata)              NaN      AMTS                       NaN                         NaN POINT (72.641238 22.989393)       NORMAL
        1927       2398                        Krushnamacharini Chali              NaN      AMTS                       NaN                         NaN POINT (72.645706 22.988021)       NORMAL
        3100       2448                               Talavdi (Ramol)              NaN      AMTS                       NaN                         NaN   POINT (72.64918 22.98633)       NORMAL
        1760       2449                            Janatanagar(Ramol)              NaN      AMTS                       NaN                         NaN POINT (72.650531 22.985505)       NORMAL
        2299       2450                                    Paper Mill              NaN      AMTS                       NaN                         NaN POINT (72.652248 22.984171)       NORMAL
        2473       2451                                     Ramol Gam              NaN      AMTS                       NaN                         NaN POINT (72.655738 22.980555)       NORMAL
        2681       3542                          Shahibag Underbridge              NaN      AMTS                       NaN                         NaN POINT (72.590026 23.054651)       NORMAL
        5074       3560                             Anand Vihar Flats              NaN      AMTS                       NaN                         NaN  POINT (72.56006 23.121761)       NORMAL
        2948       3563                       Tragad Prathamik School              NaN      AMTS                       NaN                         NaN POINT (72.557618 23.128345)       NORMAL
        1776       3564                             Jay Shree Sadhima              NaN      AMTS                       NaN                         NaN POINT (72.553945 23.129688)       NORMAL
        1067       3565                                 Adani Pratham              NaN      AMTS                       NaN                         NaN  POINT (72.55154 23.130308)       NORMAL
        2535       3566                                  Saga Complex              NaN      AMTS                       NaN                         NaN POINT (72.549448 23.130503)       NORMAL
        2237       1676                 Nirma Institute Of Technology              NaN      AMTS                       NaN                         NaN  POINT (72.540979 23.13021)       NORMAL
        2237       1632                 Nirma Institute Of Technology              NaN      AMTS                       NaN                         NaN  POINT (72.54062 23.129779)       NORMAL
        2535       3572                                  Saga Complex              NaN      AMTS                       NaN                         NaN  POINT (72.54933 23.130593)       NORMAL
        1067       3573                                 Adani Pratham              NaN      AMTS                       NaN                         NaN  POINT (72.55159 23.130388)       NORMAL
        1776       3574                             Jay Shree Sadhima              NaN      AMTS                       NaN                         NaN POINT (72.554043 23.129611)       NORMAL
        2948       3575                       Tragad Prathamik School              NaN      AMTS                       NaN                         NaN POINT (72.557536 23.128445)       NORMAL
        5074       3578                             Anand Vihar Flats              NaN      AMTS                       NaN                         NaN  POINT (72.56023 23.121808)       NORMAL
        2962       3580                           Uma Bhavani Society              NaN      AMTS                       NaN                         NaN POINT (72.562338 23.115018)       NORMAL
        2024       3583                                    Manavnagar              NaN      AMTS                       NaN                         NaN POINT (72.566418 23.108566)       NORMAL
        2509       5602                                  Rohidasnagar              NaN      AMTS                       NaN                         NaN POINT (72.613911 23.049796)       NORMAL
        2509       4780                                  Rohidasnagar              NaN      AMTS                       NaN                         NaN POINT (72.614094 23.049762)       NORMAL
        3028       5063                          Vatva Railway Colony              NaN      AMTS                       NaN                         NaN POINT (72.631376 22.953561)       NORMAL
        3024       5744                              Vatva Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.601455 22.976333)       NORMAL
        1598       5069                Government Quarters (Shahalam)              NaN      AMTS                       NaN                         NaN  POINT (72.589465 23.00067)       NORMAL
        1264       2505                         Bhagwatinagar Society              NaN      AMTS                       NaN                         NaN  POINT (72.60877 23.033827)       NORMAL
        3079       2506                                   Vorano Rozo              NaN      AMTS                       NaN                         NaN POINT (72.610348 23.035533)       NORMAL
        1940       5070                     Kutbi Mazar (Vorano Rozo)              NaN      AMTS                       NaN                         NaN POINT (72.607992 23.037566)       NORMAL
        1940       4273                     Kutbi Mazar (Vorano Rozo)              NaN      AMTS                       NaN                         NaN POINT (72.608036 23.037613)       NORMAL
        3079       2495                                   Vorano Rozo              NaN      AMTS                       NaN                         NaN POINT (72.611171 23.036045)       NORMAL
        1264       2496                         Bhagwatinagar Society              NaN      AMTS                       NaN                         NaN  POINT (72.608986 23.03459)       NORMAL
        1598       4274                Government Quarters (Shahalam)              NaN      AMTS                       NaN                         NaN POINT (72.589628 23.000815)       NORMAL
        3024       5745                              Vatva Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.601706 22.976299)       NORMAL
        3028       4283                          Vatva Railway Colony              NaN      AMTS                       NaN                         NaN POINT (72.631328 22.953442)       NORMAL
        1540       4783                                  Gebansha Pir              NaN      AMTS                       NaN                         NaN POINT (72.608006 22.967156)       NORMAL
        3028       4785                          Vatva Railway Colony              NaN      AMTS                       NaN                         NaN POINT (72.631313 22.953549)       NORMAL
        2377       2314                               Preksha Bharati              NaN      AMTS                       NaN                         NaN POINT (72.634866 23.150873)       NORMAL
        1844       2315                                       Kamalam              NaN      AMTS                       NaN                         NaN POINT (72.634516 23.147565)       NORMAL
        2006       2316                                 Mahavir Hills              NaN      AMTS                       NaN                         NaN  POINT (72.63434 23.145943)       NORMAL
        2649       2317              Satnam Motors (Bharat Petrolium)              NaN      AMTS                       NaN                         NaN POINT (72.634113 23.143798)       NORMAL
        1741       2318                          Jain Aradhana Kendra              NaN      AMTS                       NaN                         NaN POINT (72.633671 23.139705)       NORMAL
        1902       2319                                   Koba Circle              NaN      AMTS                       NaN                         NaN  POINT (72.63299 23.132911)       NORMAL
        2570       2320                            Sandesh Farm House              NaN      AMTS                       NaN                         NaN POINT (72.631806 23.120631)       NORMAL
        2524       2321                        S.P.Ring Road (Sughad)              NaN      AMTS                       NaN                         NaN POINT (72.631523 23.118006)       NORMAL
        2889       2322                          Swaminarayan Gurukul              NaN      AMTS                       NaN                         NaN  POINT (72.631306 23.11577)       NORMAL
        1279       2323            Bhartiya Udhyamita Vikash Sansthan              NaN      AMTS                       NaN                         NaN POINT (72.631128 23.113883)       NORMAL
        1152       2324                               Appolo Hospital              NaN      AMTS                       NaN                         NaN POINT (72.630821 23.110848)       NORMAL
        1693       2325                              Hotel Mina Plaza              NaN      AMTS                       NaN                         NaN POINT (72.630616 23.108593)       NORMAL
        1774       2326                        Jay Bholenath Bunglows              NaN      AMTS                       NaN                         NaN  POINT (72.63024 23.104875)       NORMAL
        2757       2327                                 Shrinath Farm              NaN      AMTS                       NaN                         NaN  POINT (72.63024 23.104855)       NORMAL
        1853       2328                             Kanoriya Hospital              NaN      AMTS                       NaN                         NaN   POINT (72.62992 23.10036)       NORMAL
        1280       2329                                      Bhat Gam              NaN      AMTS                       NaN                         NaN POINT (72.629908 23.098233)       NORMAL
        2099       2330                                  Mother Dairy              NaN      AMTS                       NaN                         NaN POINT (72.629928 23.096446)       NORMAL
        1710       2331                         Indirabridge Approach              NaN      AMTS                       NaN                         NaN POINT (72.630663 23.085991)       NORMAL
        2597       2332               Saraswati Park (Samarath Nagar)              NaN      AMTS                       NaN                         NaN POINT (72.637083 23.086169)       NORMAL
        1261       2333                              Bhadreshwar Road              NaN      AMTS                       NaN                         NaN  POINT (72.63889 23.086246)       NORMAL
        2534       2338                 Sadhu Vasvani School (Taanki)              NaN      AMTS                       NaN                         NaN POINT (72.629075 23.081135)       NORMAL
        2550       2340                                Saibaba Mandir              NaN      AMTS                       NaN                         NaN POINT (72.620383 23.080911)       NORMAL
        2613       2342                          Sardarnagar Approach              NaN      AMTS                       NaN                         NaN POINT (72.617835 23.082501)       NORMAL
        1530       2343                                Garnala (Camp)              NaN      AMTS                       NaN                         NaN  POINT (72.61025 23.078825)       NORMAL
        1333       2344                              Camp Sadar Bazar              NaN      AMTS                       NaN                         NaN  POINT (72.605241 23.07433)       NORMAL
        1476       2348                                       Dufnala              NaN      AMTS                       NaN                         NaN  POINT (72.595235 23.06206)       NORMAL
        1397       2349                                 Circuit House              NaN      AMTS                       NaN                         NaN POINT (72.592128 23.060326)       NORMAL
        2682       2350                 Shahibag Underbridge Approach              NaN      AMTS                       NaN                         NaN POINT (72.591165 23.056055)       NORMAL
        2682       2355                 Shahibag Underbridge Approach              NaN      AMTS                       NaN                         NaN POINT (72.590986 23.055865)       NORMAL
        1397       1826                                 Circuit House              NaN      AMTS                       NaN                         NaN POINT (72.592373 23.060656)       NORMAL
        1476       1827                                       Dufnala              NaN      AMTS                       NaN                         NaN POINT (72.595185 23.062115)       NORMAL
        1530       2360                                Garnala (Camp)              NaN      AMTS                       NaN                         NaN POINT (72.610008 23.078895)       NORMAL
        2550       2363                                Saibaba Mandir              NaN      AMTS                       NaN                         NaN POINT (72.620755 23.080771)       NORMAL
        2534       2365                 Sadhu Vasvani School (Taanki)              NaN      AMTS                       NaN                         NaN POINT (72.628076 23.081058)       NORMAL
        2597       2371               Saraswati Park (Samarath Nagar)              NaN      AMTS                       NaN                         NaN  POINT (72.633413 23.08592)       NORMAL
        1710       2372                         Indirabridge Approach              NaN      AMTS                       NaN                         NaN POINT (72.629943 23.086546)       NORMAL
        2099       2373                                  Mother Dairy              NaN      AMTS                       NaN                         NaN POINT (72.629735 23.096375)       NORMAL
        1280       2374                                      Bhat Gam              NaN      AMTS                       NaN                         NaN POINT (72.629698 23.098386)       NORMAL
        1853       2375                             Kanoriya Hospital              NaN      AMTS                       NaN                         NaN POINT (72.629681 23.100488)       NORMAL
        2757       2376                                 Shrinath Farm              NaN      AMTS                       NaN                         NaN POINT (72.629986 23.104613)       NORMAL
        1774       2377                        Jay Bholenath Bunglows              NaN      AMTS                       NaN                         NaN POINT (72.630325 23.108035)       NORMAL
        1693       2378                              Hotel Mina Plaza              NaN      AMTS                       NaN                         NaN POINT (72.630327 23.108052)       NORMAL
        1152       2379                               Appolo Hospital              NaN      AMTS                       NaN                         NaN  POINT (72.63068 23.111696)       NORMAL
        1279       2380            Bhartiya Udhyamita Vikash Sansthan              NaN      AMTS                       NaN                         NaN POINT (72.630885 23.113725)       NORMAL
        2889       2381                          Swaminarayan Gurukul              NaN      AMTS                       NaN                         NaN POINT (72.631046 23.115658)       NORMAL
        2524       2382                        S.P.Ring Road (Sughad)              NaN      AMTS                       NaN                         NaN POINT (72.631286 23.117801)       NORMAL
        2570       2383                            Sandesh Farm House              NaN      AMTS                       NaN                         NaN POINT (72.631561 23.120808)       NORMAL
        2054       2384                             Manvar Party Plot              NaN      AMTS                       NaN                         NaN POINT (72.632625 23.131495)       NORMAL
        1902       2385                                   Koba Circle              NaN      AMTS                       NaN                         NaN  POINT (72.63275 23.132773)       NORMAL
        1741       2386                          Jain Aradhana Kendra              NaN      AMTS                       NaN                         NaN POINT (72.633425 23.139288)       NORMAL
        2649       2387              Satnam Motors (Bharat Petrolium)              NaN      AMTS                       NaN                         NaN POINT (72.633856 23.143711)       NORMAL
        2006       2388                                 Mahavir Hills              NaN      AMTS                       NaN                         NaN POINT (72.634125 23.146096)       NORMAL
        1844       2389                                       Kamalam              NaN      AMTS                       NaN                         NaN POINT (72.634271 23.147571)       NORMAL
        2377       2390                               Preksha Bharati              NaN      AMTS                       NaN                         NaN  POINT (72.634666 23.15111)       NORMAL
        2206       5071                                   New Airport              NaN      AMTS                       NaN                         NaN POINT (72.622295 23.072168)       NORMAL
        2908       5072                                        Taanki              NaN      AMTS                       NaN                         NaN POINT (72.621001 23.074736)       NORMAL
        5015       4286                                        Mandir              NaN      AMTS                       NaN                         NaN  POINT (72.61702 23.080478)       NORMAL
        2084       5073                            Minister Residence              NaN      AMTS                       NaN                         NaN  POINT (72.597898 23.06319)       NORMAL
        2440       5074                            Rajasthan Hospital              NaN      AMTS                       NaN                         NaN POINT (72.596803 23.054628)       NORMAL
        2860       5075                                  Sujata Flats              NaN      AMTS                       NaN                         NaN POINT (72.595155 23.052495)       NORMAL
        2680       4284                        Shahibag Police Chowki              NaN      AMTS                       NaN                         NaN  POINT (72.59404 23.051078)       NORMAL
        2860       4285                                  Sujata Flats              NaN      AMTS                       NaN                         NaN POINT (72.595321 23.052983)       NORMAL
        2440       3346                            Rajasthan Hospital              NaN      AMTS                       NaN                         NaN  POINT (72.596921 23.05494)       NORMAL
        2084       4295                            Minister Residence              NaN      AMTS                       NaN                         NaN POINT (72.597902 23.063396)       NORMAL
        5015       7048                                        Mandir              NaN      AMTS                       NaN                         NaN POINT (72.617166 23.080539)       NORMAL
        2908       4287                                        Taanki              NaN      AMTS                       NaN                         NaN POINT (72.619321 23.077076)       NORMAL
        2206       4288                                   New Airport              NaN      AMTS                       NaN                         NaN POINT (72.622426 23.072023)       NORMAL
        2009       3344                        Maheshwari Seva Samiti              NaN      AMTS                       NaN                         NaN POINT (72.591513 23.046381)       NORMAL
        2002       3345                  Mahapragnaji Bridge Approach              NaN      AMTS                       NaN                         NaN POINT (72.595318 23.053036)       NORMAL
