schedule_code,schedule_name,priority_weight,start_date,end_date,depot,bus_type,route_type
144/B,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
144/C,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
49/2/F,Gujarat University - Nirant Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
1461/J,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
66/3/O,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/P,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
56/F,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
56/G,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
56/H,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
125S/B,Vehlal Gam - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
131S/B,Lal Darwaja - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
130S/H,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/I,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
142/I,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/J,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/K,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/L,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
13/1/L,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/M,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/O,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
17/A,Meghaninagar - Karnavati Chowk-4 (New Narol),,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
1512/A,Nandej-Barejadi Gam - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1512/B,Nandej-Barejadi Gam - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1512/C,Nandej-Barejadi Gam - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1512/D,Nandej-Barejadi Gam - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
96/A,Vatva Railway Colony - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
96/B,Vatva Railway Colony - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
96/C,Vatva Railway Colony - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
96/D,Vatva Railway Colony - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
96/E,Vatva Railway Colony - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
13/1/A,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
13/1/B,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
13/1/C,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
13/1/D,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
1461/A,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/B,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/C,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
13/1/E,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/F,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/G,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/H,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/I,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/J,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
13/1/K,Ranip Gam - Prakash Vidhyalay (Isanpur),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
1461/D,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/E,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/F,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/G,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/H,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1461/I,Ranip Gam - Chinubhainagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
66/3/A,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/B,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
17/B,Meghaninagar - Karnavati Chowk-4 (New Narol),,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
1481/B,Sarangpur - Bakrol-Bujrang Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
142/A,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/B,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
131S/A,Lal Darwaja - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
66/3/C,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/D,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
135/G,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/A,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/B,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/C,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/D,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/E,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/F,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
130S/G,Lambha Gam - Naroda Industrial Township(MuthiyaGam),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
142/C,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/D,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/E,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
151S/A,Lal Darwaja - Vivekanandnagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
142/F,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142/G,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
152/A,Wanch Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
152/B,Wanch Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
152/C,Wanch Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
152/D,Wanch Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
663S/S,Moti Bhoyan Chokdi - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
151S/B,Lal Darwaja - Vivekanandnagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151S/C,Lal Darwaja - Vivekanandnagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
142/H,Gujarat University - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
66/3/E,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/F,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/G,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/H,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/I,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/J,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/K,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/L,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/M,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
66/3/N,Arvind Polycoat (Khatraj) - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
152S/A,Dhamatwan Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
151/A,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/B,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/C,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/D,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/E,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/F,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/G,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
151/H,Vivekanandnagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1472/A,Chandlodiya Railway Station - Swami Vivekanand Chowk(Vastral),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
138/A,Gujarat University - Bapunagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
143/A,Pasunj Gam - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1466/A,Arbudanagar - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
31/5/A,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
43/1/A,Prahladnagar Cross Road - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
89/2/D,Ramol Gam - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
34/5/A,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/5/B,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/5/C,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/5/D,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
136/H,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
23/A,Lambha Gam - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
82/B,Gayatri Vidyalay - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
88/E,Nikol Kathwada Ring Road - Ranip Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
88/F,Nikol Kathwada Ring Road - Ranip Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
89/3/F,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
89/3/G,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
89/3/H,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
90S/A,Krushnanagar - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
90S/B,Krushnanagar - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/I,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/J,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
14/B,Nandej-Barejadi Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
136/J,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/B,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/C,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
128/A,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/B,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/C,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/D,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
74/A,Andh Kalyan Kendra (New Ranip)-Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
74/B,Andh Kalyan Kendra (New Ranip)-Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
74/C,Andh Kalyan Kendra (New Ranip)-Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
74/D,Andh Kalyan Kendra (New Ranip)-Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
128/E,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/F,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/G,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/H,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/I,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/J,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/K,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/L,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/M,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/N,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/O,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
128/P,Naroda Industrial Township (MuthiyaGam) - Nigam Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
31/5/D,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/E,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/F,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/G,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/H,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/I,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/J,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/K,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/L,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/5/M,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
64/2/A,Sattadhar Society - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
28S/A,Indiranagar Vibhag-2 (Pani ni Tanki) - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
28S/B,Indiranagar Vibhag-2 (Pani ni Tanki) - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
148/A,Naroda - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
28S/C,Indiranagar Vibhag-2 (Pani ni Tanki) - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
49/2/A,Gujarat University - Nirant Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
49/2/B,Gujarat University - Nirant Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
49/2/C,Gujarat University - Nirant Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
49/2/D,Gujarat University - Nirant Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
49/2/E,Gujarat University - Nirant Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
148/B,Naroda - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
148/C,Naroda - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
49S/A,Krishna Shelbi Hospital (Ghuma) - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
1513/G,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
1513/H,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
401/G,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/H,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
34/3/A,Adani Vidyavihar - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
65/1/A,Mangalmurti Apartment - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
64/E,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
64/F,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
64/G,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
40/3/B,Gayatri Vidyalay - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
40/3/C,Gayatri Vidyalay - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
40/3/D,Gayatri Vidyalay - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
663S/T,Moti Bhoyan Chokdi - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
663S/U,Moti Bhoyan Chokdi - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
37sh/A,Bapunagar - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
20/A,Hatkeshwar Terminus - Dharmnagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1381/A,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1381/B,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1381/C,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1381/D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
40/1/A,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
