schedule_code,schedule_name,priority_weight,start_date,end_date,depot,bus_type,route_type
5/VH03,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH04,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH05,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH06,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH07,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH08,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH09,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH10,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
7/NZ05,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
7/NZ06,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
7/NZ07,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
7/NZ08,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
7/ZN01,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN02,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN03,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN04,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN05,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN06,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN07,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN08,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN09,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN10,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN11,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN12,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
7/ZN13,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
11/LO01,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
11/LO02,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
11/LO03,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
11/OL01,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
11/OL02,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
11/OL03,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
11/OL04,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
11/OL05,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
11/OL06,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
11/OL07,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
11/OL08,L.D.Engineering College - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
8/IN01,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN02,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN03,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN04,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN05,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN06,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN07,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/IN08,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
8/NI01,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI02,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI03,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI04,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI05,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI06,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI07,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI08,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI09,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI10,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI11,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI12,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI13,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI14,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI15,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI16,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI17,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI18,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
8/NI19,ISKCON - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
18/AM05,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/AM03,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/AM02,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/AM06,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/AM01,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/MA01,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
18/AM04,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/MA02,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
18/MA03,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
18/MA04,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
18/MA05,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
18/MA06,Maninagar - Airport,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
12/CR04,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR05,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR06,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR03,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR02,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR01,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR07,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR08,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR09,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR10,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR11,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR12,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR13,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR14,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR15,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR16,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR17,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR18,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR19,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR20,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR21,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/CR22,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
12/RC01,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC02,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC03,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC04,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC05,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC06,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC07,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
12/RC08,R.T.O Circle - CTM Cross Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
9/SM02,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM01,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/MS09,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS08,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS07,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS06,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS05,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS04,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS03,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS02,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/MS01,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
9/SM03,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM04,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM05,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM06,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM07,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM08,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
9/SM09,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM10,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM11,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM12,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM13,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM14,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM15,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM16,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
9/SM17,Gota Vasantnagar Township - Maninagar,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
201/RN04,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK03,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK02,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN03,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK01,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK04,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN05,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK05,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK06,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN02,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK07,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
101/RK08,R.T.O-R.T.O(Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN01,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN06,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN07,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
201/RN08,R.T.O-R.T.O(Anti-Circular),,15/02/2023 00:00:00,15/02/2024 23:59:59,Ranip Depot - AL,B,BRTS
