schedule_code,schedule_for_route_code,route_code,route_name,route_destination,route_variant,first_stop_code,last_stop_code,start_time,stop_time,run_code,duty_code,is_halfway,shift_type
SP-1/A,5383915,SP1-AS-U,Aslali Circle - S.T.,S.T. Stand,NORMAL,9984,3908,19:40:00,20:25:00,SP-1/A,SP-1/A-G,0,General Shift
SP-1/B,5383924,SP1-AS-U,Aslali Circle - S.T.,S.T. Stand,NORMAL,9984,3908,20:10:00,20:55:00,SP-1/B,SP-1/B-G,0,General Shift
SP-1/C,5383940,SP1-AS-U,Aslali Circle - S.T.,S.T. Stand,NORMAL,9984,3908,20:40:00,21:25:00,SP-1/C,SP-1/C-G,0,General Shift
SP-1/D,5383975,SP1-AS-U,Aslali Circle - S.T.,S.T. Stand,NORMAL,9984,3908,21:10:00,21:55:00,SP-1/D,SP-1/D-G,0,General Shift
SP-1/E,5384003,SP1-AS-U,Aslali Circle - S.T.,S.T. Stand,NORMAL,9984,3908,21:40:00,22:25:00,SP-1/E,SP-1/E-G,0,General Shift
SP1S/A,5384010,SP1sh-D,Zundal Circle - Ranasan Circle,Ranasan Circle,NORMAL,5842,5824,7:10:00,7:40:00,SP1S/A,SP1S/A-G,0,General Shift
SP1S/A,5384037,SP1sh-U,Ranasan Circle - Zundal Circle,Zundal Circle,NORMAL,5823,5841,7:40:00,8:15:00,SP1S/A,SP1S/A-G,0,General Shift
SP1S/A,5384044,SP1sh-D,Zundal Circle - Ranasan Circle,Ranasan Circle,NORMAL,5842,5824,8:15:00,8:50:00,SP1S/A,SP1S/A-G,0,General Shift
SP1S/A,5384086,SP1sh-U,Ranasan Circle - Zundal Circle,Zundal Circle,NORMAL,5823,5841,8:50:00,9:25:00,SP1S/A,SP1S/A-G,0,General Shift
SP1S/A,5384175,SP1sh-D,Zundal Circle - Ranasan Circle,Ranasan Circle,NORMAL,5842,5824,9:25:00,10:05:00,SP1S/A,SP1S/A-G,0,General Shift
SP1S/A,5384196,SP1sh-U,Ranasan Circle - Zundal Circle,Zundal Circle,NORMAL,5823,5841,10:05:00,10:45:00,SP1S/A,SP1S/A-G,0,General Shift
33/A,5384197,33-MV-D,Sarangpur Darwaja - Vasna,Vasna,NORMAL,1844,1598,5:45:00,6:30:00,33/A,33/A-F,0,First Shift
33/A,5384198,33-U,Vasna - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1286,4133,10:30:00,12:20:00,33/A,33/A-F,0,First Shift
33/A,5384199,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,12:20:00,13:05:00,33/A,33/A-F,0,First Shift
33/A,5384200,33-MV-D,Sarangpur Darwaja - Vasna,Vasna,NORMAL,1844,1598,13:35:00,14:35:00,33/A,33/A-S,0,Second Shift 
33/B,5384201,33-MV-D,Sarangpur Darwaja - Vasna,Vasna,NORMAL,1844,1598,6:10:00,6:55:00,33/B,33/B-F,0,First Shift
33/C,5384202,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,13:20:00,14:10:00,33/C,33/C-F,0,First Shift
33/F,5384203,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,15:15:00,15:50:00,33/F,33/F-F,0,First Shift
33/I,5384204,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,14:05:00,14:45:00,33/I,33/I-S,0,Second Shift 
33/L,5384205,33-VM-U,Vasna -Sarangpur Darwaja,Sarangpur,NORMAL,1286,1204,13:55:00,14:45:00,33/L,33/L-F,0,First Shift
33/J,5384206,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,14:20:00,15:00:00,33/J,33/J-S,0,Second Shift 
33/K,5384207,33-VM-U,Vasna -Sarangpur Darwaja,Sarangpur,NORMAL,1286,1204,21:45:00,22:35:00,33/K,33/K-S,0,Second Shift 
33/L,5384208,33-VM-U,Vasna -Sarangpur Darwaja,Sarangpur,NORMAL,1286,1204,22:00:00,22:55:00,33/L,33/L-S,0,Second Shift 
33/K,5384209,33-VM-U,Vasna -Sarangpur Darwaja,Sarangpur,NORMAL,1286,1204,13:30:00,14:15:00,33/K,33/K-F,0,First Shift
77/H,5384210,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,12:35:00,13:50:00,77/H,77/H-G,0,General Shift
33/J,5384211,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,6:25:00,7:10:00,33/J,33/J-F,0,First Shift
33/M,5384212,33-VM-U,Vasna -Sarangpur Darwaja,Sarangpur,NORMAL,1286,1204,14:00:00,14:50:00,33/M,33/M-F,0,First Shift
33/A,5384213,33-U,Vasna - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1286,4133,18:40:00,20:20:00,33/A,33/A-S,0,Second Shift 
33/B,5384214,33-U,Vasna - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1286,4133,19:05:00,20:55:00,33/B,33/B-S,0,Second Shift 
33/K,5384215,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,6:40:00,7:30:00,33/K,33/K-F,0,First Shift
33/E,5384216,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,22:25:00,23:00:00,33/E,33/E-S,0,Second Shift 
33/L,5384217,33-D,S.P.Ring Road (Odhav Gidc) - Vasna,Vasna,NORMAL,4909,1598,12:15:00,13:55:00,33/L,33/L-F,0,First Shift
33/G,5384218,33-U,Vasna - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1286,4133,21:30:00,23:15:00,33/G,33/G-S,0,Second Shift 
33/B,5384219,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,13:00:00,13:45:00,33/B,33/B-F,0,First Shift
136/I,5384220,136-MG-U,Manmohan Park - Gujarat University,Gujarat University,NORMAL,4231,1051,7:00:00,8:10:00,136/I,136/I-G,0,General Shift
33/E,5384221,33-U,Vasna - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1286,4133,20:30:00,22:25:00,33/E,33/E-S,0,Second Shift 
136/I,5384222,136-GM-D,Gujarat University - Manmohan Park,Manmohan Park,NORMAL,1222,4129,8:10:00,9:20:00,136/I,136/I-G,0,General Shift
33/K,5384223,33-D,S.P.Ring Road (Odhav Gidc) - Vasna,Vasna,NORMAL,4909,1598,15:45:00,17:40:00,33/K,33/K-S,0,Second Shift 
136/I,5384224,136-MG-U,Manmohan Park - Gujarat University,Gujarat University,NORMAL,4231,1051,9:20:00,10:40:00,136/I,136/I-G,0,General Shift
77/G,5384225,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,9:30:00,10:45:00,77/G,77/G-G,0,General Shift
33/B,5384226,33-MV-D,Sarangpur Darwaja - Vasna,Vasna,NORMAL,1844,1598,14:00:00,15:00:00,33/B,33/B-S,0,Second Shift 
33/F,5384227,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,23:00:00,23:40:00,33/F,33/F-S,0,Second Shift 
116/A,5384228,116-SD-U,Sarangpur -Dani Limda Gam,Dani Limda Gam,NORMAL,1844,3517,14:35:00,15:00:00,116/A,116/A-G,0,General Shift
31/C,5384229,31-MS-D,Meghaninagar - Lal Darwaja,Lal Darwaja,NORMAL,1248,1077,19:40:00,20:25:00,31/C,31/C-G,0,General Shift
31/F,5384230,31-MS-D,Meghaninagar - Lal Darwaja,Lal Darwaja,NORMAL,1248,1077,21:45:00,22:25:00,31/F,31/F-G,0,General Shift
31/A,5384231,31-MS-D,Meghaninagar - Lal Darwaja,Lal Darwaja,NORMAL,1248,1077,18:15:00,19:10:00,31/A,31/A-G,0,General Shift
31/E,5384232,31-MS-D,Meghaninagar - Lal Darwaja,Lal Darwaja,NORMAL,1248,1077,21:00:00,21:45:00,31/E,31/E-G,0,General Shift
13/1/N,5384233,13/1-RV-D,Ranip Gam - Vadaj,Vadaj,NORMAL,3229,2107,18:40:00,19:10:00,13/1/N,13/1/N-G,0,General Shift
31/A,5384234,31-SbS-D,Lal Darwaja - Sarkhej Gam,Sarkhej Gam,NORMAL,1077,1273,5:40:00,6:15:00,31/A,31/A-G,0,General Shift
31/B,5384235,31-MS-D,Meghaninagar - Lal Darwaja,Lal Darwaja,NORMAL,1248,1077,19:00:00,19:45:00,31/B,31/B-G,0,General Shift
72/A,5384236,72-VS-D,Vadaj - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,3232,1319,6:10:00,7:00:00,72/A,72/A-G,0,General Shift
72/E,5384237,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,14:55:00,16:30:00,72/E,72/E-G,0,General Shift
31/B,5384238,31-SbS-D,Lal Darwaja - Sarkhej Gam,Sarkhej Gam,NORMAL,1077,1273,6:15:00,6:55:00,31/B,31/B-G,0,General Shift
72/C,5384239,72-VS-D,Vadaj - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,3232,1319,7:10:00,8:00:00,72/C,72/C-G,0,General Shift
72/D,5384240,72-VS-D,Vadaj - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,3232,1319,7:50:00,8:30:00,72/D,72/D-G,0,General Shift
72/E,5384241,72-VS-D,Vadaj - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,3232,1319,8:00:00,8:50:00,72/E,72/E-G,0,General Shift
50/O,5384242,50-IG-D,Income Tax Office - Ghuma Gam,Ghuma Gam,NORMAL,1212,1545,9:10:00,10:10:00,50/O,50/O-G,0,General Shift
50/O,5384243,50-MIs-D,Meghaninagar - Iskon Mandir,Iskon Mandir,NORMAL,4850,3213,16:35:00,18:05:00,50/O,50/O-G,0,General Shift
50/O,5384244,50-IsM-U,Iskon Mandir - Meghaninagar,Meghaninagar,NORMAL,3197,3595,18:05:00,19:35:00,50/O,50/O-G,0,General Shift
50/M,5384245,50-U,Ghuma Gam - Meghaninagar,Meghaninagar,NORMAL,1546,3595,12:35:00,14:20:00,50/M,50/M-G,0,General Shift
50/M,5384246,50-MIs-D,Meghaninagar - Iskon Mandir,Iskon Mandir,NORMAL,4850,3213,15:25:00,16:50:00,50/M,50/M-G,0,General Shift
50/N,5384247,50-D,Meghaninagar - Ghuma Gam,Ghuma Gam,NORMAL,4850,1545,19:00:00,21:00:00,50/N,50/N-G,0,General Shift
50/N,5384248,50-IsM-U,Iskon Mandir - Meghaninagar,Meghaninagar,NORMAL,3197,3595,17:30:00,19:00:00,50/N,50/N-G,0,General Shift
50/M,5384249,50-GI-U,Ghuma Gam- Income Tax Office,Income Tax Office,NORMAL,1546,1152,20:25:00,21:30:00,50/M,50/M-G,0,General Shift
50/M,5384250,50-IsM-U,Iskon Mandir - Meghaninagar,Meghaninagar,NORMAL,3197,3595,17:00:00,18:35:00,50/M,50/M-G,0,General Shift
50/O,5384251,50-D,Meghaninagar - Ghuma Gam,Ghuma Gam,NORMAL,4850,1545,19:35:00,21:35:00,50/O,50/O-G,0,General Shift
50/M,5384252,50-D,Meghaninagar - Ghuma Gam,Ghuma Gam,NORMAL,4850,1545,18:35:00,20:25:00,50/M,50/M-G,0,General Shift
50/N,5384253,50-GI-U,Ghuma Gam- Income Tax Office,Income Tax Office,NORMAL,1546,1152,21:00:00,22:00:00,50/N,50/N-G,0,General Shift
22/I,5384254,22-LI-U,Lal Darwaja - Indiranagar Vibhag-2 (Pani ni Tanki),Indiranagar Vibhag-2 (Pani ni Tanki),NORMAL,1125,9008,9:40:00,10:30:00,22/I,22/I-G,0,General Shift
22/I,5384255,22-D,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,Tragad Gam,NORMAL,9007,3562,10:30:00,13:10:00,22/I,22/I-G,0,General Shift
22/I,5384256,22-U,Tragad Gam - Indiranagar Vibhag-2 (Pani ni Tanki),Indiranagar Vibhag-2 (Pani ni Tanki),NORMAL,3576,9008,13:10:00,15:50:00,22/I,22/I-G,0,General Shift
22/I,5384257,22-D,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,Tragad Gam,NORMAL,9007,3562,16:55:00,19:25:00,22/I,22/I-G,0,General Shift
22/I,5384258,22-U,Tragad Gam - Indiranagar Vibhag-2 (Pani ni Tanki),Indiranagar Vibhag-2 (Pani ni Tanki),NORMAL,3576,9008,19:25:00,22:10:00,22/I,22/I-G,0,General Shift
22/J,5384259,22-D,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,Tragad Gam,NORMAL,9007,3562,12:30:00,15:00:00,22/J,22/J-G,0,General Shift
22/I,5384260,22-IL-D,Indiranagar Vibhag-2 (Pani ni Tanki) - Lal Darwaja,Lal Darwaja,NORMAL,9007,1077,22:10:00,23:10:00,22/I,22/I-G,0,General Shift
22/J,5384261,22-LT-D,Lal Darwaja - Tragad Gam,Tragad Gam,NORMAL,1125,3562,9:30:00,10:30:00,22/J,22/J-G,0,General Shift
22/J,5384262,22-U,Tragad Gam - Indiranagar Vibhag-2 (Pani ni Tanki),Indiranagar Vibhag-2 (Pani ni Tanki),NORMAL,3576,9008,10:30:00,12:30:00,22/J,22/J-G,0,General Shift
22/J,5384263,22-U,Tragad Gam - Indiranagar Vibhag-2 (Pani ni Tanki),Indiranagar Vibhag-2 (Pani ni Tanki),NORMAL,3576,9008,16:05:00,19:40:00,22/J,22/J-G,0,General Shift
22/J,5384264,22-D,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,Tragad Gam,NORMAL,9007,3562,19:40:00,22:00:00,22/J,22/J-G,0,General Shift
22/J,5384265,22-TL-U,Tragad Gam - Lal Darwaja,Lal Darwaja,NORMAL,3576,1125,22:00:00,23:00:00,22/J,22/J-G,0,General Shift
35/K,5384266,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,9:40:00,11:40:00,35/K,35/K-G,0,General Shift
35/K,5384267,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,11:40:00,14:15:00,35/K,35/K-G,0,General Shift
35/K,5384268,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,14:15:00,15:45:00,35/K,35/K-G,0,General Shift
35/K,5384269,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,16:50:00,20:00:00,35/K,35/K-G,0,General Shift
35/K,5384270,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,20:00:00,21:40:00,35/K,35/K-G,0,General Shift
35/K,5384271,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,21:40:00,23:10:00,35/K,35/K-G,0,General Shift
35/L,5384272,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,10:00:00,12:10:00,35/L,35/L-G,0,General Shift
35/L,5384273,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,12:10:00,14:35:00,35/L,35/L-G,0,General Shift
35/L,5384274,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,14:35:00,16:15:00,35/L,35/L-G,0,General Shift
35/L,5384275,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,17:20:00,20:30:00,35/L,35/L-G,0,General Shift
35/L,5384276,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,20:30:00,22:05:00,35/L,35/L-G,0,General Shift
35/L,5384277,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,22:05:00,23:30:00,35/L,35/L-G,0,General Shift
35/M,5384278,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,10:20:00,12:40:00,35/M,35/M-G,0,General Shift
116/A,5384279,116-CK-U,Civil Hospital - Sarangpur,Sarangpur,NORMAL,1110,1844,21:55:00,22:15:00,116/A,116/A-G,0,General Shift
116/B,5384280,116-SD-U,Sarangpur -Dani Limda Gam,Dani Limda Gam,NORMAL,1844,3517,15:20:00,15:45:00,116/B,116/B-G,0,General Shift
72/F,5384281,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,20:35:00,22:00:00,72/F,72/F-F,0,First Shift
72/G,5384282,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,21:30:00,22:40:00,72/G,72/G-G,0,General Shift
72/M,5384283,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,18:40:00,20:20:00,72/M,72/M-G,0,General Shift
72/P,5384284,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,22:00:00,22:40:00,72/P,72/P-G,0,General Shift
72/O,5384285,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,21:00:00,21:50:00,72/O,72/O-G,0,General Shift
72/N,5384286,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,18:55:00,20:45:00,72/N,72/N-G,0,General Shift
79/G,5384287,79-VS-D,Kalupur Terminus - Badrinarayan Society,Badrinarayan Society,NORMAL,1734,3446,7:20:00,7:55:00,79/G,79/G-G,0,General Shift
79/H,5384288,79-U,Badrinarayan Society - Godrej Garden City,Godrejcity Phase-1,NORMAL,3447,2004,8:30:00,10:10:00,79/H,79/H-G,0,General Shift
79/F,5384289,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,19:25:00,21:00:00,79/F,79/F-G,0,General Shift
79/H,5384290,79-VS-D,Kalupur Terminus - Badrinarayan Society,Badrinarayan Society,NORMAL,1734,3446,8:00:00,8:30:00,79/H,79/H-G,0,General Shift
79/H,5384291,79-D,Godrej Garden City - Badrinarayan Society,Badrinarayan Society,NORMAL,8410,3446,10:10:00,12:00:00,79/H,79/H-G,0,General Shift
79/F,5384292,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,8:45:00,10:20:00,79/F,79/F-G,0,General Shift
79/H,5384293,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,16:05:00,17:35:00,79/H,79/H-G,0,General Shift
79/I,5384294,79-VB-D,Vadaj - Badrinarayan Society,Badrinarayan Society,NORMAL,3232,3446,9:15:00,10:05:00,79/I,79/I-G,0,General Shift
79/F,5384295,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,17:55:00,19:25:00,79/F,79/F-G,0,General Shift
79/H,5384296,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,17:35:00,19:25:00,79/H,79/H-G,0,General Shift
79/D,5384297,79-GK-D,Godrej Garden City - Kalupur Terminus,Kalupur Terminus,NORMAL,8410,1734,18:30:00,19:20:00,79/D,79/D-G,0,General Shift
79/H,5384298,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,14:35:00,16:05:00,79/H,79/H-G,0,General Shift
79/H,5384299,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,19:25:00,21:05:00,79/H,79/H-G,0,General Shift
79/H,5384300,79-CK-D,Chenpur Gam - Kalupur Terminus,Kalupur Terminus,NORMAL,3414,1734,21:05:00,21:35:00,79/H,79/H-G,0,General Shift
79/F,5384301,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,10:20:00,12:10:00,79/F,79/F-G,0,General Shift
79/H,5384302,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,12:00:00,13:30:00,79/H,79/H-G,0,General Shift
79/I,5384303,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,10:05:00,11:35:00,79/I,79/I-G,0,General Shift
79/I,5384304,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,11:35:00,13:10:00,79/I,79/I-G,0,General Shift
79/G,5384305,79-GK-D,Godrej Garden City - Kalupur Terminus,Kalupur Terminus,NORMAL,8410,1734,20:05:00,20:50:00,79/G,79/G-G,0,General Shift
79/I,5384306,79-U,Badrinarayan Society - Godrej Garden City,Godrejcity Phase-1,NORMAL,3447,2004,13:10:00,14:45:00,79/I,79/I-G,0,General Shift
79/I,5384307,79-D,Godrej Garden City - Badrinarayan Society,Badrinarayan Society,NORMAL,8410,3446,15:50:00,17:45:00,79/I,79/I-G,0,General Shift
79/I,5384308,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,17:45:00,19:15:00,79/I,79/I-G,0,General Shift
77/B,5384309,77-ND-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,17:25:00,18:45:00,77/B,77/B-G,0,General Shift
77/D,5384310,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,13:05:00,14:25:00,77/D,77/D-G,0,General Shift
77/F,5384311,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,11:20:00,12:40:00,77/F,77/F-G,0,General Shift
77/A,5384312,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,11:50:00,13:10:00,77/A,77/A-G,0,General Shift
77/C,5384313,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,12:50:00,14:10:00,77/C,77/C-G,0,General Shift
77/E,5384314,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,15:45:00,17:05:00,77/E,77/E-G,0,General Shift
77/A,5384315,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,14:15:00,15:30:00,77/A,77/A-G,0,General Shift
77/C,5384316,77-ND-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,15:15:00,16:35:00,77/C,77/C-G,0,General Shift
77/E,5384317,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,17:05:00,18:50:00,77/E,77/E-G,0,General Shift
77/A,5384318,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,15:30:00,16:55:00,77/A,77/A-G,0,General Shift
77/C,5384319,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,16:35:00,18:00:00,77/C,77/C-G,0,General Shift
77/E,5384320,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,18:50:00,20:10:00,77/E,77/E-G,0,General Shift
77/A,5384321,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,16:55:00,18:10:00,77/A,77/A-G,0,General Shift
77/C,5384322,77-ND-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,18:00:00,19:20:00,77/C,77/C-G,0,General Shift
77/F,5384323,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,8:55:00,10:05:00,77/F,77/F-G,0,General Shift
77/A,5384324,77-DS-D,Dr.Shyamaprasad Mukharjee Chowk - Vadaj,Vadaj,NORMAL,2253,2033,18:10:00,19:25:00,77/A,77/A-G,0,General Shift
77/I,5384325,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,9:55:00,11:05:00,77/I,77/I-G,0,General Shift
77/G,5384326,77-DS-D,Dr.Shyamaprasad Mukharjee Chowk - Vadaj,Vadaj,NORMAL,2253,2033,21:00:00,21:55:00,77/G,77/G-G,0,General Shift
77/I,5384327,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,11:05:00,12:20:00,77/I,77/I-G,0,General Shift
77/F,5384328,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,10:05:00,11:20:00,77/F,77/F-G,0,General Shift
77/B,5384329,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,12:20:00,13:40:00,77/B,77/B-G,0,General Shift
77/D,5384330,77-ND-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,15:30:00,16:50:00,77/D,77/D-G,0,General Shift
77/F,5384331,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,12:40:00,14:00:00,77/F,77/F-G,0,General Shift
77/F,5384332,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,14:00:00,15:15:00,77/F,77/F-G,0,General Shift
77/F,5384333,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,16:20:00,17:40:00,77/F,77/F-G,0,General Shift
77/B,5384334,77-ND-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,14:45:00,16:05:00,77/B,77/B-G,0,General Shift
77/D,5384335,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,16:50:00,18:20:00,77/D,77/D-G,0,General Shift
77/F,5384336,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,17:40:00,19:05:00,77/F,77/F-G,0,General Shift
77/B,5384337,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,16:05:00,17:25:00,77/B,77/B-G,0,General Shift
77/D,5384338,77-ND-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,18:20:00,19:40:00,77/D,77/D-G,0,General Shift
