route_code,route_name,route_destination,route_variant,sequence_number,stop_code,arrival_trigger_distance,departure_trigger_distance
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,36,1206,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,37,1207,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,38,1208,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,39,1209,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,40,1210,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,41,7567,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,42,5150,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,43,5151,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,44,5152,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,45,1076,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,46,1077,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,1,1125,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,2,1126,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,3,4349,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,4,4350,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,5,4351,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,6,5149,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,7,1154,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,8,1155,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,9,1156,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,10,1157,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,11,1158,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,12,1159,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,13,1734,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,14,4125,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,15,1736,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,16,2501,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,17,2502,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,18,2503,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,19,7432,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,20,7433,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,21,2506,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,22,2507,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,23,2508,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,24,2509,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,25,2511,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,26,7439,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,27,2513,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,28,2514,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,29,2515,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,30,2517,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,31,7444,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,32,7445,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,33,7446,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,34,7447,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,35,7448,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,36,7449,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,37,4503,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,38,2524,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,39,2525,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,40,2526,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,41,7454,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,42,7455,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,43,2529,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,44,7457,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,45,2531,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,46,2532,,
135/1-U,Lal Darwaja - New India Colony (Nikol),New India Colony (Nikol),NORMAL,47,5204,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,1,1621,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,2,1622,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,3,1623,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,4,1624,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,5,1625,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,6,4669,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,7,1682,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,8,4514,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,9,1683,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,10,1684,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,11,3533,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,12,3534,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,13,3535,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,14,3536,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,15,3537,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,16,3538,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,17,2247,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,18,5292,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,19,2249,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,20,2250,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,21,2251,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,22,2252,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,23,2100,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,24,2101,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,25,2102,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,26,2103,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,27,2104,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,28,2105,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,29,2106,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,30,2272,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,31,3232,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,32,2108,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,33,2863,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,34,2110,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,35,2273,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,36,1153,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,37,1154,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,38,1155,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,39,1156,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,40,1157,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,41,1158,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,42,1159,,
137/1-D,Gujarat High Court - Kalupur Terminus,Kalupur Terminus,NORMAL,43,1715,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,1,1621,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,2,1622,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,3,3533,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,4,3534,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,5,3535,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,6,3536,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,7,3537,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,8,3538,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,9,2247,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,10,5292,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,11,2249,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,12,2250,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,13,2251,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,14,2252,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,15,2100,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,16,2101,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,17,2102,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,18,2103,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,19,2104,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,20,2105,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,21,2106,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,22,2272,,
137/1-GV-D,Gujarat High Court - Vadaj,Vadaj,NORMAL,23,3232,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,1,3232,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,2,2108,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,3,2863,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,4,2110,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,5,2273,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,6,1153,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,7,1154,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,8,1155,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,9,1156,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,10,1157,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,11,1158,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,12,1159,,
137/1-NK-D,Vadaj - Kalupur Terminus,Kalupur Terminus,NORMAL,13,1715,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,1,1734,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,2,1205,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,3,1206,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,4,1207,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,5,1208,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,6,1209,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,7,1210,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,8,1211,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,9,2030,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,10,2163,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,11,2031,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,12,2032,,
137/1-KN-U,Kalupur Terminus - Vadaj,Vadaj,NORMAL,13,2033,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,1,1734,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,2,1205,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,3,1206,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,4,1207,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,5,1208,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,6,1209,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,7,1210,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,8,1211,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,9,2030,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,10,2163,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,11,2031,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,12,2032,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,13,2033,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,14,1984,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,15,2034,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,16,2035,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,17,2036,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,18,2037,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,19,2038,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,20,2082,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,21,2083,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,22,4950,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,23,4505,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,24,4951,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,25,4952,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,26,4506,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,27,3972,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,28,3393,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,29,3394,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,30,3395,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,31,3396,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,32,3732,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,33,4507,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,34,1686,,
137/1-U,Kalupur Terminus - Gujarat High Court,Gujarat High Court,NORMAL,35,1687,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,1,2033,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,2,1984,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,3,2034,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,4,2035,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,5,2036,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,6,2037,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,7,2038,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,8,2082,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,9,2083,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,10,4950,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,11,4505,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,12,4951,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,13,4952,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,14,4506,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,15,3972,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,16,3393,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,17,3394,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,18,3395,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,19,3396,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,20,3732,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,21,4507,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,22,1686,,
137/1-VG-U,Vadaj - Gujarat High Court,Gujarat High Court,NORMAL,23,1687,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,1,1383,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,2,1384,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,3,8753,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,4,8751,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,5,8749,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,6,8747,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,7,8745,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,8,8743,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,9,2640,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,10,2641,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,11,2642,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,12,2643,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,13,2644,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,14,2645,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,15,2646,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,16,2647,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,17,2648,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,18,2649,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,19,2650,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,20,2651,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,21,2652,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,22,2653,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,23,2654,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,24,2655,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,25,2656,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,26,2657,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,27,2658,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,28,5462,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,29,1546,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,30,1547,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,31,1548,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,32,1549,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,33,1550,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,34,1551,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,35,1552,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,36,1553,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,37,1554,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,38,1555,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,39,1556,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,40,1557,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,41,7402,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,42,1558,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,43,1559,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,44,2661,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,45,1561,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,46,8903,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,47,3197,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,48,1563,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,49,1564,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,50,1565,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,51,1566,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,52,1567,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,53,1568,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,54,1569,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,55,2662,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,56,2663,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,57,2664,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,58,2665,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,59,2666,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,60,2667,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,61,2668,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,62,2669,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,63,2670,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,64,2671,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,65,2672,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,66,2673,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,67,2674,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,68,1073,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,69,1074,,
138/1-D,Riddhi Siddhi Bunglows (Sanand) - Lal Darwaja,Sardarbag,NORMAL,70,1075,,
138/1-U,Lal Darwaja - Riddhi Siddhi Bunglows (Sanand),Riddhi Siddhi Bunglows (Ashapura Motors),NORMAL,1,1127,,
