route_code,route_name,route_destination,route_variant,sequence_number,stop_code,arrival_trigger_distance,departure_trigger_distance
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,26,1260,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,27,1261,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,28,1262,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,29,1263,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,30,1799,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,31,1264,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,32,5693,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,33,1265,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,34,1266,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,35,5694,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,36,1267,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,37,1268,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,38,5338,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,39,1269,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,40,1270,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,41,1599,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,42,4592,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,43,4134,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,44,4135,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,45,4593,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,46,4594,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,47,4137,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,48,4138,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,49,5703,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,50,4139,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,51,4140,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,52,4141,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,53,4595,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,54,4143,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,55,4144,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,56,4145,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,57,4146,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,58,4147,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,59,4148,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,60,4149,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,61,4150,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,62,4151,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,63,4152,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,64,4153,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,65,4154,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,66,4596,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,67,4156,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,68,4597,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,69,4157,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,70,4158,,
40/2-VM-U,Vadaj - Matoda Patiya (Intas),Matoda Patiya (Intas),NORMAL,71,4159,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,1,2092,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,2,2093,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,3,2094,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,4,2095,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,5,2096,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,6,2097,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,7,2098,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,8,2099,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,9,2100,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,10,2101,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,11,2102,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,12,2103,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,13,2104,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,14,2105,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,15,2106,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,16,2272,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,17,2107,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,18,2108,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,19,2109,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,20,2110,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,21,1212,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,22,1213,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,23,1400,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,24,1214,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,25,1215,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,26,1216,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,27,1217,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,28,1218,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,29,1220,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,30,1221,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,31,1222,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,32,1402,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,33,1403,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,34,2112,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,35,2113,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,36,2114,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,37,2115,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,38,2116,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,39,2117,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,40,2118,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,41,1359,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,42,1360,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,43,1361,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,44,1362,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,45,1363,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,46,1364,,
40/3-D,Gayatri Vidyalay - But Bhavani Mandir,But Bhavani Mandir,NORMAL,47,1365,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,1,2092,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,2,2093,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,3,2094,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,4,2095,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,5,2096,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,6,2097,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,7,2098,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,8,2099,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,9,2100,,
40/3-GN-D,Gayatri Vidyalay - Nava Vadaj,Nava Vadaj,NORMAL,10,2101,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,1,2092,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,2,2093,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,3,2094,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,4,2095,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,5,2096,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,6,2097,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,7,2098,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,8,2099,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,9,2100,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,10,2101,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,11,2102,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,12,2103,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,13,2104,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,14,2105,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,15,2106,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,16,2272,,
40/3-GV-D,Gayatri Vidyalay - Vadaj,Vadaj,NORMAL,17,2107,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,1,2101,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,2,2102,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,3,2103,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,4,2104,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,5,2105,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,6,2106,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,7,2272,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,8,2107,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,9,2108,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,10,2109,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,11,2110,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,12,1212,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,13,1213,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,14,1400,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,15,1214,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,16,1215,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,17,1216,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,18,1217,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,19,1218,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,20,1220,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,21,1221,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,22,1222,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,23,1402,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,24,1403,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,25,2112,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,26,2113,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,27,2114,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,28,2115,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,29,2116,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,30,2117,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,31,2118,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,32,2119,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,33,1359,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,34,1360,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,35,1361,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,36,1362,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,37,1363,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,38,1364,,
40/3-NB-D,Nava Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,39,1365,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,1,2107,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,2,2108,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,3,2109,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,4,2110,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,5,1212,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,6,1213,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,7,1400,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,8,1214,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,9,1215,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,10,1216,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,11,1217,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,12,1218,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,13,1220,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,14,1221,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,15,1222,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,16,1402,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,17,1403,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,18,2112,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,19,2113,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,20,2114,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,21,2115,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,22,2116,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,23,2117,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,24,2118,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,25,2119,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,26,1359,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,27,1360,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,28,1361,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,29,1362,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,30,1363,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,31,1364,,
40/3-VB-D,Vadaj - But Bhavani Mandir,But Bhavani Mandir,NORMAL,32,1365,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,1,1274,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,2,1275,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,3,1276,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,4,1277,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,5,1278,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,6,1279,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,7,1401,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,8,1578,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,9,2022,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,10,2023,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,11,2024,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,12,2025,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,13,2026,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,14,2027,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,15,2028,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,16,1575,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,17,1576,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,18,8214,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,19,1577,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,20,1052,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,21,1054,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,22,1107,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,23,1108,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,24,1109,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,25,1150,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,26,1579,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,27,1151,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,28,2030,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,29,2163,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,30,2031,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,31,2032,,
40/3-BV-U,But Bhavani Mandir - Vadaj,Vadaj,NORMAL,32,2033,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,1,1274,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,2,1275,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,3,1276,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,4,1277,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,5,1278,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,6,1279,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,7,1401,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,8,2022,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,9,2023,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,10,2024,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,11,2025,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,12,2026,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,13,2027,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,14,2028,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,15,1575,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,16,1576,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,17,1051,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,18,1577,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,19,1052,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,20,1054,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,21,1107,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,22,1108,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,23,1109,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,24,1150,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,25,1579,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,26,1151,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,27,2030,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,28,2163,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,29,2031,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,30,2032,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,31,2033,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,32,1984,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,33,2034,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,34,2035,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,35,2036,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,36,2037,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,37,2038,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,38,2082,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,39,2083,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,40,2084,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,41,2085,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,42,2086,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,43,2087,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,44,2088,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,45,2089,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,46,2090,,
40/3-U,But Bhavani Mandir - Gayatri Vidyalay,Gayatri Vidyalay,NORMAL,47,2091,,
